2013/1/28,1502.959961,1503.22998,1496.329956,1500.180054,1500.180054,3388540000
2013/1/29,1500.180054,1509.349976,1498.089966,1507.839966,1507.839966,3949640000
2013/1/30,1507.839966,1509.939941,1500.109985,1501.959961,1501.959961,3726810000
2013/1/31,1501.959961,1504.189941,1496.76001,1498.109985,1498.109985,3999880000
2013/2/1,1498.109985,1514.410034,1498.109985,1513.170044,1513.170044,3836320000
2013/2/4,1513.170044,1513.170044,1495.02002,1495.709961,1495.709961,3390000000
2013/2/5,1495.709961,1514.959961,1495.709961,1511.290039,1511.290039,3618360000
2013/2/6,1511.290039,1512.530029,1504.709961,1512.119995,1512.119995,3611570000
2013/2/7,1512.119995,1512.900024,1498.48999,1509.390015,1509.390015,3614580000
2013/2/8,1509.390015,1518.310059,1509.390015,1517.930054,1517.930054,2986150000
2013/2/11,1517.930054,1518.310059,1513.609985,1517.01001,1517.01001,2684100000
2013/2/12,1517.01001,1522.290039,1515.609985,1519.430054,1519.430054,3414370000
2013/2/13,1519.430054,1524.689941,1515.930054,1520.329956,1520.329956,3385880000
2013/2/14,1520.329956,1523.140015,1514.02002,1521.380005,1521.380005,3759740000
2013/2/15,1521.380005,1524.23999,1514.140015,1519.790039,1519.790039,3838510000
2013/2/19,1519.790039,1530.939941,1519.790039,1530.939941,1530.939941,3748910000
2013/2/20,1530.939941,1530.939941,1511.410034,1511.949951,1511.949951,4240570000
2013/2/21,1511.949951,1511.949951,1497.290039,1502.420044,1502.420044,4274600000
2013/2/22,1502.420044,1515.640015,1502.420044,1515.599976,1515.599976,3419320000
2013/2/25,1515.599976,1525.839966,1487.849976,1487.849976,1487.849976,4011050000
2013/2/26,1487.849976,1498.98999,1485.01001,1496.939941,1496.939941,3975280000
2013/2/27,1496.939941,1520.079956,1494.880005,1515.98999,1515.98999,3551850000
2013/2/28,1515.98999,1525.339966,1514.459961,1514.680054,1514.680054,3912320000
2013/3/1,1514.680054,1519.98999,1501.47998,1518.199951,1518.199951,3695610000
2013/3/4,1518.199951,1525.27002,1512.290039,1525.199951,1525.199951,3414430000
2013/3/5,1525.199951,1543.469971,1525.199951,1539.790039,1539.790039,3610690000
2013/3/6,1539.790039,1545.25,1538.109985,1541.459961,1541.459961,3676890000
2013/3/7,1541.459961,1545.780029,1541.459961,1544.26001,1544.26001,3634710000
2013/3/8,1544.26001,1552.47998,1542.939941,1551.180054,1551.180054,3652260000
2013/3/11,1551.150024,1556.27002,1547.359985,1556.219971,1556.219971,3091080000
2013/3/12,1556.219971,1556.77002,1548.23999,1552.47998,1552.47998,3274910000
2013/3/13,1552.47998,1556.390015,1548.25,1554.52002,1554.52002,3073830000
2013/3/14,1554.52002,1563.319946,1554.52002,1563.22998,1563.22998,3459260000
2013/3/15,1563.209961,1563.619995,1555.73999,1560.699951,1560.699951,5175850000
2013/3/18,1560.699951,1560.699951,1545.130005,1552.099976,1552.099976,3164560000
2013/3/19,1552.099976,1557.25,1538.569946,1548.339966,1548.339966,3796210000
2013/3/20,1548.339966,1561.560059,1548.339966,1558.709961,1558.709961,3349090000
2013/3/21,1558.709961,1558.709961,1543.550049,1545.800049,1545.800049,3243270000
2013/3/22,1545.900024,1557.73999,1545.900024,1556.890015,1556.890015,2948380000
2013/3/25,1556.890015,1564.910034,1546.219971,1551.689941,1551.689941,3178170000
2013/3/26,1551.689941,1563.949951,1551.689941,1563.77002,1563.77002,2869260000
