date,adj_close,lat_1,lat_2,lat_4,lat_8,lat_16,label
2013/3/13,1554.52002,0.001314052,0.001092359,0.006643965,0.023923113,0.015402354,1
2013/3/14,1563.22998,0.00560299,0.006924405,0.007768232,0.024934455,0.033916486,1
2013/3/15,1560.699951,0.001618462,0.003975459,0.002878758,0.013579716,0.038790688,0
2013/3/18,1552.099976,0.005510332,0.007119876,0.000244772,0.006902557,0.024082872,0
2013/3/19,1548.339966,0.002422531,0.007919514,0.003975538,0.002642014,0.040655974,0
2013/3/20,1558.709961,0.006697492,0.004258737,0.002891461,0.004854309,0.041264194,1
2013/3/21,1545.800049,0.008282434,0.001640413,0.009546936,0.006695661,0.019663757,0
2013/3/22,1556.890015,0.007174256,0.001167598,0.003086167,0.002840639,0.027867246,1
2013/3/25,1551.689941,0.003340039,0.003810255,0.002163591,0.001820548,0.022059011,0
2013/3/26,1563.77002,0.007785111,0.004419069,0.003246312,0.000345464,0.025288533,1
2013/3/27,1562.849976,0.00058835,0.007192181,0.01102984,0.001377603,0.014976027,0
2013/3/28,1569.189941,0.004056669,0.003465932,0.007900318,0.011010866,0.017989426,1
2013/4/1,1562.170044,0.00447358,0.000435059,0.006753993,0.008932197,0.01159781,0
2013/4/2,1570.25,0.005172264,0.000675545,0.004143819,0.007403583,0.012293831,1
2013/4/3,1553.689941,0.010546129,0.005428412,0.00586111,0.005104083,0.001625753,0
2013/4/4,1559.97998,0.004048452,0.006540373,0.005869246,0.001984703,0.00483098,1
2013/4/5,1553.280029,0.004294896,0.000263831,0.005690811,0.001024746,0.000797668,0
2013/4/8,1563.069946,0.006302738,0.001980773,0.004572555,0.000447683,0.000102374,1
2013/4/9,1568.609985,0.003544332,0.009869409,0.009602974,0.00368558,0.005068261,1
2013/4/10,1587.72998,0.012189133,0.015776667,0.01778869,0.011815038,0.022955998,1
2013/4/11,1593.369995,0.003552251,0.015784682,0.025809877,0.019972186,0.029082779,1
2013/4/12,1588.849976,0.002836767,0.000705407,0.016493203,0.011845232,0.019336513,0
2013/4/15,1552.359985,0.022966291,0.025737908,0.01035949,0.000855998,0.004243716,0
2013/4/16,1574.569946,0.014307223,0.008987652,0.008288584,0.009352662,0.011355928,1
2013/4/17,1552.01001,0.014327681,0.000225447,0.025957552,0.000817637,0.000206271,0
2013/4/18,1541.609985,0.006701004,0.020932675,0.029732191,0.013729367,0.014170904,0
2013/4/19,1555.25,0.008847903,0.002087609,0.001861691,0.008517085,0.004862895,1
2013/4/22,1562.5,0.00466163,0.013550778,0.007665551,0.015890599,0.004263309,1
2013/4/23,1578.780029,0.010419219,0.015129419,0.017248612,0.009156672,0.010632636,1
2013/4/24,1578.790039,6.34E-06,0.010425625,0.024117679,0.006331584,0.005438649,1
2013/4/25,1585.160034,0.004034732,0.004041098,0.019231657,0.021129151,0.020255066,1
2013/4/26,1582.23999,0.001842113,0.002185187,0.012633594,0.004871199,0.01426942,0
2013/4/29,1593.609985,0.007186012,0.005330661,0.009393301,0.026803935,0.025964382,1
2013/4/30,1597.569946,0.0024849,0.009688768,0.011895126,0.036299688,0.022071949,1
2013/5/1,1582.699951,0.009307884,0.006846113,0.001551946,0.017649864,0.008982453,0
2013/5/2,1597.589966,0.009407983,1.25E-05,0.009701421,0.022457578,0.006210115,1
2013/5/3,1614.420044,0.010534667,0.02004176,0.013058439,0.022574402,0.013211024,1
2013/5/6,1617.5,0.001907779,0.012462543,0.012475231,0.024518752,0.018031925,1
2013/5/7,1625.959961,0.00523027,0.007148026,0.027333046,0.02573868,0.047411668,1
2013/5/8,1632.689941,0.004139081,0.009390999,0.021970578,0.031885145,0.036911663,1
2013/5/9,1626.670044,0.003687104,0.000436716,0.007587864,0.020745389,0.048105382,0
2013/5/10,1633.699951,0.004321655,0.000618617,0.010015426,0.022615601,0.059736228,1
2013/5/13,1633.77002,4.29E-05,0.00436473,0.004803353,0.032267688,0.050487073,1
2013/5/14,1650.339966,0.010142153,0.010185478,0.010810396,0.033018485,0.056217578,1
2013/5/15,1658.780029,0.005114136,0.015308158,0.019739704,0.02747735,0.050672037,1
2013/5/16,1650.469971,0.005009741,7.88E-05,0.010265055,0.02038329,0.045401814,0
2013/5/17,1667.469971,0.010300097,0.005238755,0.020627108,0.02552954,0.051925317,1
2013/5/20,1666.290039,0.000707618,0.00958519,0.00966472,0.020579595,0.053120923,0
2013/5/21,1669.160034,0.001722386,0.001013549,0.006257614,0.026120841,0.047408117,1
2013/5/22,1655.349976,0.008273657,0.006565521,0.002956737,0.013252143,0.036167449,0
2013/5/23,1650.51001,0.002923832,0.011173299,0.010171074,0.010246234,0.042844545,0
2013/5/24,1649.599976,0.000551365,0.003473586,0.010016301,0.000448386,0.032555293,0
2013/5/28,1660.060059,0.006340982,0.00578612,0.005451829,0.00077167,0.028270223,1
2013/5/29,1648.359985,0.007047982,0.000751692,0.004222667,0.001278415,0.019078816,0
2013/5/30,1654.410034,0.003670344,0.003403506,0.002362921,0.007832187,0.017497401,1
2013/5/31,1630.73999,0.014307242,0.01068941,0.011433066,0.021334851,0.001194318,0
2013/6/3,1640.420044,0.005935989,0.008456181,0.011830906,0.017218235,0.008452851,1
2013/6/4,1631.380005,0.005510807,0.000392469,0.010301136,0.014480304,0.001420056,0
2013/6/5,1608.900024,0.013779733,0.019214603,0.027508301,0.025210381,0.015222458,0
2013/6/6,1622.560059,0.008490294,0.005406433,0.005016085,0.016391802,0.016832839,1
2013/6/7,1643.380005,0.012831541,0.021430779,0.001804392,0.010047862,0.009283946,1
2013/6/10,1642.810059,0.000346813,0.012480278,0.007006371,0.003366938,0.004641049,0
2013/6/11,1626.130005,0.010153367,0.010496659,0.010709168,0.017093724,0.02479203,0
2013/6/12,1612.52002,0.008369555,0.018437943,0.006187776,0.011172823,0.032269304,0
2013/6/13,1636.359985,0.014784291,0.006290998,0.004271696,0.002475012,0.019650632,1
2013/6/14,1626.72998,0.005885016,0.008812269,0.009788155,0.002850363,0.017289393,0
2013/6/17,1639.040039,0.007567365,0.001637814,0.007939116,0.018733305,0.00694935,1
2013/6/18,1651.810059,0.007791158,0.015417481,0.024365613,0.018027068,0.001339769,1
2013/6/19,1628.930054,0.013851475,0.006168236,0.004540524,0.008792824,0.018752337,0
2013/6/20,1588.189941,0.025010351,0.038515396,0.023691725,0.033247981,0.036502975,0
2013/6/21,1592.430054,0.002669777,0.022407346,0.028437368,0.02072402,0.037463494,1
2013/6/24,1573.089966,0.012145016,0.009507663,0.047656867,0.024452443,0.035352064,0
2013/6/25,1588.030029,0.009497272,0.002763088,0.025108521,0.029535039,0.031936951,1
2013/6/26,1603.26001,0.009590487,0.019178842,0.009488833,0.014427699,0.017236937,1
2013/6/27,1613.199951,0.006199831,0.015849777,0.013042894,0.015765379,0.002672588,1
2013/6/28,1606.280029,0.004289562,0.001883674,0.021098643,0.02756372,0.010033545,0
2013/7/1,1614.959961,0.005403748,0.001091005,0.016958075,0.008576239,0.017293653,1
2013/7/2,1614.079956,0.000544908,0.004855895,0.006748716,0.016301586,0.01748839,0
2013/7/3,1615.410034,0.000824047,0.00027869,0.001369999,0.014430763,0.006592321,1
2013/7/5,1631.890015,0.010201732,0.011034186,0.015943662,0.037378694,0.012012251,1
2013/7/8,1640.459961,0.005251546,0.015506854,0.015789865,0.033015706,0.002505546,1
2013/7/9,1652.319946,0.007229671,0.012519184,0.023691509,0.030600112,0.015730924,1
2013/7/10,1652.619995,0.000181593,0.007412576,0.023034375,0.024435932,0.008285311,1
2013/7/11,1675.02002,0.01355425,0.013738304,0.02642948,0.042794525,0.014051229,1
2013/7/12,1680.189941,0.003086483,0.016682568,0.024218805,0.040391082,0.03146844,1
2013/7/15,1682.5,0.00137488,0.004465606,0.01826526,0.042389501,0.059382103,1
2013/7/16,1676.26001,0.003708761,0.00233898,0.014304568,0.03766844,0.052642787,0
2013/7/17,1680.910034,0.002774047,0.000945002,0.003516384,0.030038801,0.068540306,1
2013/7/18,1689.369995,0.005032965,0.007820973,0.0054637,0.029814829,0.063814893,1
2013/7/19,1692.089966,0.00161005,0.006651119,0.005699831,0.0240692,0.055405833,1
2013/7/22,1695.530029,0.002033026,0.00364635,0.011495841,0.025964852,0.051035259,1
2013/7/23,1692.390015,0.001851937,0.000177324,0.006829623,0.010370022,0.053608328,0
2013/7/24,1685.939941,0.003811222,0.0056561,0.002030375,0.003422232,0.043951542,0
2013/7/25,1690.25,0.002556472,0.001264493,0.001087393,0.004606241,0.047190998,1
2013/7/26,1691.650024,0.000828294,0.003386884,0.002288373,0.009181162,0.047195442,1
2013/7/29,1685.329956,0.003736038,0.002910838,0.00417165,0.002629482,0.032747269,0
2013/7/30,1685.959961,0.000373817,0.003363617,1.19E-05,0.002018524,0.027736123,1
2013/7/31,1685.72998,0.00013641,0.000237356,0.002674172,0.003758657,0.020220075,0
2013/8/1,1706.869995,0.01254057,0.01240245,0.008997116,0.006688154,0.032826663,1
2013/8/2,1709.670044,0.001640458,0.014201601,0.014442328,0.01021043,0.020686334,1
2013/8/5,1707.140015,0.001479835,0.000158196,0.012562608,0.012574632,0.016039897,0
2013/8/6,1697.369995,0.005723034,0.007194399,0.006905029,0.004212392,0.008838036,0
2013/8/7,1690.910034,0.003805865,0.009507118,0.009350426,0.000437437,0.008739709,0
2013/8/8,1697.47998,0.00388545,6.48E-05,0.007130068,0.007209285,0.009857723,1
2013/8/9,1691.420044,0.00356996,0.000301619,0.009208367,0.00323856,0.001213499,0
2013/8/12,1689.469971,0.001152921,0.004718765,0.004654273,0.002218618,0.001548378,0
2013/8/13,1694.160034,0.002776056,0.001619935,0.001922042,0.007446356,0.000808004,1
2013/8/14,1685.390015,0.005176618,0.002414933,0.007122302,0.014201588,0.004136162,0
2013/8/15,1661.319946,0.014281602,0.019384289,0.017795756,0.026840252,0.014603127,0
2013/8/16,1655.829956,0.003304595,0.017539002,0.019911579,0.024473179,0.020363878,0
2013/8/19,1646.060059,0.005900302,0.009185399,0.028391636,0.026524164,0.026949998,0
2013/8/20,1652.349976,0.003821195,0.002101653,0.019603794,0.026586472,0.019568856,1
2013/8/21,1642.800049,0.005779603,0.001980493,0.0111477,0.028745074,0.025599607,0
2013/8/22,1656.959961,0.008619376,0.002789957,0.00068244,0.019242727,0.017066802,1
2013/8/23,1663.5,0.003947011,0.012600408,0.01059496,0.018097484,0.025409079,1
2013/8/26,1656.780029,0.004039658,0.000108592,0.002681062,0.016975291,0.030935803,0
2013/8/27,1630.47998,0.015874195,0.019849726,0.007499433,0.018563532,0.044905535,0
2013/8/28,1634.959961,0.002747646,0.013170166,0.013277327,0.012603948,0.036768668,1
2013/8/29,1638.170044,0.001963402,0.004716442,0.015226905,0.004793273,0.031190299,1
2013/8/30,1632.969971,0.003174318,0.001217149,0.014371285,0.011728753,0.038003399,0
2013/9/3,1639.77002,0.004164222,0.000976685,0.005697733,0.00184443,0.030536486,1
2013/9/4,1653.079956,0.008116953,0.012314975,0.011082837,0.002341641,0.021539309,1
2013/9/5,1655.079956,0.001209863,0.009336636,0.01032244,0.005061644,0.023067524,1
2013/9/6,1655.170044,5.44E-05,0.00126436,0.013594906,0.000971755,0.017930551,1
2013/9/9,1671.709961,0.009992881,0.010047856,0.019478305,0.025287021,0.006254072,1
2013/9/10,1683.98999,0.007345789,0.017412076,0.018698451,0.02998852,0.017006598,1
2013/9/11,1689.130005,0.003052284,0.010420494,0.020573054,0.031107858,0.026165477,1
2013/9/12,1683.420044,0.003380415,0.00033845,0.017067733,0.030894673,0.018803564,0
2013/9/13,1687.98999,0.00271468,0.000674913,0.009738549,0.029406544,0.027507877,1
2013/9/16,1697.599976,0.005693153,0.008423288,0.008081987,0.026931559,0.024526854,1
2013/9/17,1704.76001,0.004217739,0.009934905,0.009253287,0.030016709,0.024803132,1
2013/9/18,1725.52002,0.012177673,0.016446775,0.025008599,0.042503171,0.041490113,1
2013/9/19,1722.339966,0.001842954,0.010312276,0.020349633,0.030286357,0.05633923,0
2013/9/20,1709.910034,0.007216886,0.00904654,0.007251448,0.015392042,0.045842146,0
2013/9/23,1701.839966,0.004719586,0.011902412,0.001712877,0.007524561,0.038866491,0
2013/9/24,1697.420044,0.002597143,0.007304472,0.016284932,0.008316403,0.039468009,0
2013/9/25,1692.77002,0.002739466,0.005329494,0.017168472,0.002831788,0.032321606,0
2013/9/26,1698.670044,0.003485426,0.000736412,0.006573439,0.000630342,0.027578877,1
2013/9/27,1691.75,0.004073801,0.000602574,0.005928857,0.007631579,0.022156056,0
2013/9/30,1681.550049,0.006029231,0.01007847,0.00934948,0.025482156,0.015937943,0
2013/10/1,1695,0.007998543,0.001921088,0.001317356,0.015873734,0.013931866,1
2013/10/2,1693.869995,0.00066667,0.007326541,0.002825769,0.009380633,0.005867021,0
2013/10/3,1678.660034,0.008979415,0.009640098,0.00773753,0.013620512,0.00619844,0
2013/10/4,1690.5,0.007053224,0.001989524,0.005322441,0.004076801,0.004205698,1
2013/10/7,1676.119995,0.008506362,0.001513135,0.011138646,0.009835964,0.007032029,0
2013/10/8,1655.449951,0.012332079,0.02073354,0.022681814,0.025443489,0.024829186,0
2013/10/9,1656.400024,0.000573906,0.01176525,0.013260583,0.020895508,0.028367621,1
2013/10/10,1692.560059,0.021830497,0.022416931,0.001218609,0.006547536,0.019101465,1
2013/10/11,1703.199951,0.006286271,0.028254,0.016156335,0.004837729,0.011112797,1
2013/10/14,1710.140015,0.004074721,0.010386607,0.033036374,0.009605235,0.000134499,1
2013/10/15,1698.060059,0.007063723,0.003017785,0.02515095,0.011556852,0.002221071,0
2013/10/16,1721.540039,0.013827532,0.006666135,0.01712198,0.018361455,0.014209797,1
2013/10/17,1733.150024,0.006743953,0.020664737,0.01758459,0.034025028,0.023854395,1
2013/10/18,1744.5,0.006548756,0.013336873,0.020091913,0.053792051,0.026979905,1
2013/10/21,1744.660034,9.17E-05,0.006641093,0.027443066,0.053284236,0.031275327,1
2013/10/22,1754.670044,0.005737513,0.005829776,0.0192444,0.036695882,0.043483686,1
2013/10/23,1746.380005,0.004724557,0.000985849,0.007633489,0.02535231,0.030312687,0
2013/10/24,1752.069946,0.003258135,0.001481816,0.004339321,0.02451842,0.03435916,1
2013/10/25,1759.77002,0.004394844,0.007667297,0.008660705,0.036341448,0.048318292,1
2013/10/28,1762.109985,0.001329699,0.005730387,0.00424008,0.023566078,0.04236024,1
2013/10/29,1771.949951,0.005584195,0.00692132,0.014641685,0.022386941,0.057173685,1
2013/10/30,1763.310059,0.004875923,0.000681044,0.006415333,0.010782493,0.065154557,0
2013/10/31,1756.540039,0.003839381,0.008696584,0.001835456,0.006809352,0.06045642,0
2013/11/1,1761.640015,0.002903421,0.000947107,0.000266709,0.00397224,0.040813888,1
2013/11/4,1767.930054,0.003570559,0.006484347,0.002268629,0.01233984,0.038004993,1
2013/11/5,1762.969971,0.002805588,0.000754953,0.000192869,0.006221227,0.030892182,0
2013/11/6,1770.48999,0.00426554,0.001447985,0.007941721,0.006091688,0.042654517,1
2013/11/7,1747.150024,0.013182772,0.008973464,0.008225285,0.0084898,0.014876206,0
2013/11/8,1770.609985,0.01342756,6.78E-05,0.001515858,0.00075621,0.021613802,1
2013/11/11,1771.890015,0.000722932,0.014160198,0.005059669,0.004865824,0.015700782,1
2013/11/12,1767.689941,0.002370392,0.001649174,0.001581511,0.00634765,0.013200226,0
2013/11/13,1782,0.008095344,0.005705763,0.019946756,0.011557404,0.015575553,1
2013/11/14,1790.619995,0.004837259,0.012971762,0.011301196,0.012834185,0.025332396,1
2013/11/15,1798.180054,0.004222034,0.009079716,0.014837286,0.019972027,0.026317504,1
2013/11/18,1791.530029,0.003698198,0.000508223,0.013486578,0.011883738,0.018047818,0
2013/11/19,1787.869995,0.002042965,0.005733608,0.003294049,0.023306511,0.014618843,0
2013/11/20,1781.369995,0.003635611,0.005671149,0.005165809,0.006077007,0.005316202,0
2013/11/21,1795.849976,0.008128565,0.004463401,0.001295798,0.013522262,0.018453883,1
2013/11/22,1804.76001,0.004961458,0.013130352,0.007384739,0.020970911,0.027451678,1
2013/11/25,1802.47998,0.001263342,0.003691847,0.008171727,0.011492694,0.023182923,0
2013/11/26,1802.75,0.000149805,0.001113727,0.012002001,0.006774193,0.019695319,1
2013/11/27,1807.22998,0.002485081,0.002635258,0.006336834,0.005032825,0.025105367,1
2013/11/29,1805.810059,0.000785689,0.001697439,0.000581822,0.007970857,0.019949319,0
2013/12/2,1800.900024,0.002719021,0.003502574,0.000876546,0.007288018,0.030764387,0
2013/12/3,1795.150024,0.003192848,0.005903187,0.004215768,0.007735636,0.013859652,0
2013/12/4,1792.810059,0.001303493,0.004492179,0.007979018,0.001692746,0.011806627,0
2013/12/5,1785.030029,0.004339573,0.005637409,0.011507318,0.010932191,0.009809462,0
2013/12/6,1805.089966,0.011237871,0.00684953,0.002326582,0.001447997,0.012957332,1
2013/12/9,1808.369995,0.0018171,0.013075391,0.007364271,0.003117457,0.009912768,1
2013/12/10,1802.619995,0.003179659,0.001368337,0.005471821,0.002550857,0.00246913,0
2013/12/11,1782.219971,0.011316874,0.01446055,0.001574236,0.013063438,0.005196708,0
2013/12/12,1775.5,0.003770562,0.015044765,0.016392516,0.014104072,0.006918845,0
2013/12/13,1775.319946,0.00010141,0.00387159,0.018276154,0.011046474,0.00339629,0
2013/12/16,1786.540039,0.00632004,0.006217989,0.008920325,0.003497314,0.00518414,1
2013/12/17,1781,0.003100988,0.003199454,0.000684523,0.002257681,0.013165191,0
2013/12/18,1810.650024,0.016647964,0.013495351,0.019797254,0.003080211,0.004532668,1
2013/12/19,1809.599976,0.000579929,0.016058381,0.019309212,0.00068016,0.003799737,0
2013/12/20,1818.319946,0.004818728,0.004236005,0.017788522,0.008709518,0.006136444,1
2013/12/23,1827.98999,0.00531812,0.010162475,0.026384048,0.025681465,0.012282538,1
2013/12/24,1833.319946,0.002915747,0.008249373,0.012520322,0.032565444,0.018002067,1
2013/12/26,1842.02002,0.00474553,0.007675113,0.017915586,0.037570734,0.026109236,1
2013/12/27,1841.400024,0.000336585,0.004407347,0.012693079,0.030707392,0.027102684,0
2013/12/30,1841.069946,0.000179254,0.000515778,0.007155376,0.033728212,0.031394383,0
2013/12/31,1848.359985,0.003959675,0.003779712,0.008203718,0.020826753,0.023971115,1
2014/1/2,1831.97998,0.008861913,0.004937328,0.00545056,0.012367376,0.013055948,0
2014/1/3,1831.369995,0.000332965,0.009191927,0.005446958,0.007176982,0.015949008,0
2014/1/6,1826.77002,0.002511767,0.002843896,0.007767182,0.000667383,0.024996942,0
2014/1/7,1837.880005,0.006081764,0.003554721,0.00566988,0.002487323,0.035133768,1
2014/1/8,1837.48999,0.000212209,0.005868265,0.00300768,0.002459273,0.035019065,0
2014/1/9,1838.130005,0.000348309,0.000136026,0.003691231,0.001775833,0.028877028,1
2014/1/10,1842.369995,0.002306687,0.0026558,0.008539649,0.000706138,0.034458167,1
2014/1/13,1819.199951,0.012576217,0.010298539,0.010163914,0.015776166,0.004722021,0
2014/1/14,1838.880005,0.010817972,0.001894294,0.000756475,0.00376643,0.016180388,1
2014/1/15,1848.380005,0.005166188,0.016040048,0.005576319,0.009288134,0.016531777,1
2014/1/16,1845.890015,0.00134712,0.003812108,0.001910593,0.010466558,0.00979219,0
2014/1/17,1838.699951,0.003895175,0.005237048,0.010718998,0.000446137,0.00293457,0
2014/1/21,1843.800049,0.002773752,0.001132227,0.002675566,0.003434064,0.000966346,1
2014/1/22,1844.859985,0.000574865,0.003350212,0.001904381,0.003661319,0.001878984,1
2014/1/23,1828.459961,0.008889577,0.008319822,0.009442629,0.007550076,0.00684927,0
2014/1/24,1790.290039,0.020875449,0.029579451,0.026328337,0.015891553,0.031417011,0
2014/1/27,1781.560059,0.004876294,0.025649947,0.033756366,0.031171118,0.027522092,0
2014/1/28,1792.5,0.006140652,0.001234415,0.02838155,0.030231881,0.021224545,1
2014/1/29,1774.199951,0.010209232,0.004131271,0.029675252,0.038837668,0.028777607,0
2014/1/30,1794.189941,0.011267045,0.000942784,0.002178363,0.024207326,0.023771989,1
2014/1/31,1782.589966,0.006465299,0.0047289,0.000578093,0.033197788,0.029877727,0
2014/2/3,1741.890015,0.02283192,0.029149604,0.028234301,0.055814518,0.052357553,0
2014/2/4,1755.199951,0.007641089,0.015365292,0.010709052,0.04006651,0.047314081,1
2014/2/5,1751.640015,0.002028222,0.005597368,0.023715397,0.021588694,0.037137169,0
2014/2/6,1773.430054,0.012439793,0.01038634,0.005138541,0.004563419,0.03559229,1
2014/2/7,1797.02002,0.013301887,0.025907153,0.031649533,0.002521629,0.027786486,1
2014/2/10,1799.839966,0.001569235,0.014891995,0.025433008,0.014451593,0.024947342,1
2014/2/11,1819.75,0.011062114,0.012648707,0.038883552,0.014246016,0.010306168,1
2014/2/12,1819.26001,0.000269262,0.010789873,0.025842551,0.020571216,0.01330949,0
2014/2/13,1829.829956,0.005810025,0.005539198,0.018257969,0.050485358,0.008146975,1
2014/2/14,1838.630005,0.004809217,0.010647183,0.021551938,0.047533077,0.005562082,1
2014/2/18,1840.76001,0.001158474,0.005973262,0.011545547,0.050878031,0.028190947,1
